,timekeeper,Elapsed time (s),Phone-Accel-Z,Phone-Accel-Y,Phone-Accel-X,Watch-Accel-Z,Watch-Accel-Y,Watch-Accel-X,Phone-Gyro-Z,Phone-Gyro-Y,Phone-Gyro-X,Watch-Gyro-Z,Watch-Gyro-Y,Watch-Gyro-X,Phone-Mag-Z,Phone-Mag-Y,Phone-Mag-X,Watch-Mag-Z,Watch-Mag-Y,Watch-Mag-X
7295,7293.0,69.38,0.07429504395,0.2321014404,-0.9202575684,-0.9957885742,-0.2391967773,0.0359954834,0.5823337436,0.1266860366,1.059485316,-0.1179021373,-0.05885266513,0.03776575625,-295.8988037,-35.91903687,-114.6178284,-60.41262817,57.26721191,171.6325073
7296,7294.0,69.39,0.05332946777,0.24949646,-0.9259490967,-0.9924163818,-0.2420501709,0.03247070313,0.6297457218,0.1651836336,1.044394016,-0.1159084961,-0.05211753026,0.04549744353,-294.8933411,-35.82067871,-115.3216248,-60.05903625,57.09934998,171.4060669
7297,7295.0,69.4,0.02149963379,0.2336425781,-0.9231414795,-0.9860687256,-0.2425537109,0.0361328125,0.6673090458,0.1942171454,1.027348757,-0.1157036945,-0.0469035916,0.04553286359,-294.3490601,-35.39852905,-115.1850739,-60.02882385,57.0597229,171.509613
7298,7296.0,69.41,0.002014160156,0.1891784668,-0.9051513672,-0.9814910889,-0.2426757813,0.03845214844,0.6829918623,0.2194098532,1.019875407,-0.1035783216,-0.03842089325,0.04722183943,-293.2344971,-35.54492188,-115.541748,-60.11529541,57.07752991,171.4287109
7299,7297.0,69.42,-0.01174926758,0.1492156982,-0.8889923096,-0.9769287109,-0.2460784912,0.03424072266,0.6908125281,0.2354833633,1.004923344,-0.09116400033,-0.03562936559,0.04031280056,-292.4160767,-35.82426453,-116.0482483,-60.06477356,57.04695129,171.6489105
7300,7298.0,69.43,-0.01068115234,0.1330566406,-0.8908538818,-0.9724578857,-0.2499084473,0.0294342041,0.6919273138,0.2484486997,0.9751369357,-0.09264391661,-0.03616892174,0.03448154405,-291.883728,-35.84840393,-116.5298462,-60.40827942,56.95675659,171.4571381
7301,7299.0,69.44,-0.01048278809,0.1429443359,-0.9151763916,-0.96824646,-0.2531890869,0.02278137207,0.704924643,0.2298241407,0.9386239052,-0.09780831635,-0.04251150787,0.02347283624,-291.3686523,-35.47122192,-117.1357727,-60.05569458,57.09397888,171.4294891
7302,7300.0,69.45,-0.008102416992,0.1636505127,-0.9410552979,-0.9666595459,-0.2520751953,0.01432800293,0.7229017615,0.2088078111,0.8892358541,-0.1116189361,-0.05596020445,0.005630188622,-290.7722473,-35.80601501,-117.7437744,-60.37290955,57.15557861,171.4150848
7303,7301.0,69.46,-0.0188293457,0.1746063232,-0.9500427246,-0.9795684814,-0.2518157959,0.007202148438,0.7506593466,0.1996739656,0.8240891099,-0.1258314252,-0.05229569599,-0.009816944599,-291.0662231,-36.03135681,-118.2038269,-59.9987793,57.15684509,171.4441528
7304,7302.0,69.47,-0.03726196289,0.1849365234,-0.9290313721,-0.991973877,-0.2485198975,0.002059936523,0.7811434865,0.2031206191,0.7414134145,-0.1410567164,-0.03651912883,-0.01400689594,-290.3134155,-36.3192749,-118.3630676,-60.21160889,57.19523621,171.3173065
7305,7303.0,69.48,-0.03750610352,0.1961517334,-0.892791748,-0.9975738525,-0.244140625,0.005828857422,0.8157443404,0.2342553735,0.6865836978,-0.152944535,-0.01405509841,-0.01532782335,-289.3214111,-36.62788391,-119.0829468,-60.17773438,57.1427002,171.4338684
7306,7304.0,69.49,-0.03807067871,0.2120819092,-0.872467041,-0.9962463379,-0.2429351807,0.01567077637,0.8515910506,0.2570126057,0.662473321,-0.1502126753,0.00901639834,-0.005765477195,-289.7579041,-36.57052612,-119.7933655,-60.4022522,57.18406677,171.2232666
7307,7305.0,69.5,-0.05075073242,0.2403717041,-0.8858642578,-0.9924163818,-0.240737915,0.02394104004,0.8773754835,0.2362077385,0.6485266089,-0.1356137544,0.01838033833,0.005587311927,-289.4176636,-37.20245361,-120.6498871,-60.12539673,57.24481201,171.2677307
7308,7306.0,69.51,-0.06074523926,0.2608184814,-0.9215087891,-0.9854736328,-0.2405700684,0.0260925293,0.902982831,0.1799766868,0.6190613508,-0.1197242737,0.01051176339,0.02008130029,-289.3151245,-37.23719788,-121.1674347,-60.423172,57.05789185,171.2926025
7309,7307.0,69.52,-0.06608581543,0.264465332,-0.9468078613,-0.9788970947,-0.2434997559,0.02352905273,0.9211226702,0.1400894672,0.5686613321,-0.1057272255,-0.0007451524725,0.03187590837,-288.8748779,-37.86032104,-121.8140869,-60.27923584,57.17097473,171.3413391
7310,7308.0,69.53,-0.06857299805,0.2753143311,-0.9494628906,-0.9723510742,-0.24949646,0.01904296875,0.9226601124,0.1377948821,0.5071124434,-0.1010405943,-0.02855281532,0.04040228575,-288.7216187,-37.94874573,-122.4112396,-60.24186707,57.13043213,171.3360748
7311,7309.0,69.54,-0.08168029785,0.295135498,-0.934967041,-0.9686584473,-0.2554473877,0.01507568359,0.8958237171,0.1509215981,0.44121176,-0.1128583774,-0.05453754216,0.0451621525,-288.7091064,-38.00645447,-122.8258514,-60.019104,57.28392029,171.0002747
7312,7310.0,69.55,-0.1026000977,0.3247528076,-0.9068450928,-0.9680328369,-0.2592163086,0.01448059082,0.8510309458,0.1772898287,0.3762223721,-0.1216401458,-0.0772356689,0.0416409187,-288.3286133,-38.58146667,-123.4530182,-60.18911743,57.17805481,171.2324524
7313,7311.0,69.56,-0.1151275635,0.3652954102,-0.8799591064,-0.9690704346,-0.2611541748,0.01077270508,0.8108321428,0.2228250951,0.3321529031,-0.1396268755,-0.08918207139,0.03549061716,-288.7149963,-38.5630188,-123.7257385,-60.23013306,57.38491821,171.1698914
7314,7312.0,69.57,-0.1117858887,0.4055328369,-0.8696136475,-0.9774780273,-0.2625274658,0.0121307373,0.7696644664,0.2646244764,0.3186357617,-0.1481838673,-0.07952651381,0.02213219926,-289.2832642,-39.07746887,-124.2246857,-60.08113098,57.36428833,171.1457825
7315,7313.0,69.58,-0.09762573242,0.4313812256,-0.8689422607,-0.9820709229,-0.2621459961,0.01612854004,0.7145074606,0.3145113289,0.3357391357,-0.1533051282,-0.05466697365,0.0103857955,-289.1028748,-39.44877625,-124.7970886,-60.0171814,57.34022522,171.3747253
7316,7314.0,69.59,-0.09161376953,0.4331665039,-0.8769989014,-0.9818725586,-0.2614898682,0.02247619629,0.6736295223,0.393214941,0.3739288449,-0.1539557427,-0.03467702121,0.001786448411,-288.567627,-39.41455078,-125.4921112,-60.19741821,57.57243347,171.1826477
7317,7315.0,69.6,-0.0880279541,0.4197998047,-0.8855743408,-0.9799499512,-0.25831604,0.02812194824,0.6757134795,0.4863374233,0.3789105713,-0.1545759887,-0.02503398061,-0.01246093027,-288.7955322,-39.60365295,-125.3497467,-59.90631104,57.41436768,171.424881
7318,7316.0,69.61,-0.08134460449,0.4164886475,-0.880065918,-0.9793701172,-0.2583007813,0.0352935791,0.7053784132,0.5362991095,0.3341718614,-0.1435683519,-0.02818130329,-0.02234711684,-288.8456421,-39.71105957,-126.1652069,-59.97167969,57.41792297,171.1029053
7319,7317.0,69.62,-0.08798217773,0.4327697754,-0.8618164063,-0.9837341309,-0.255065918,0.04139709473,0.7360700369,0.5190010667,0.2697635591,-0.1337186545,-0.03652365506,-0.02740419284,-288.5370789,-40.7000885,-126.8374634,-60.05487061,57.4896698,171.2520142
7320,7318.0,69.63,-0.09901428223,0.4680786133,-0.8343963623,-0.99269104,-0.2509155273,0.04000854492,0.7498281598,0.4669775665,0.2003014088,-0.1295271069,-0.05303685367,-0.02153458633,-288.8314514,-40.83169556,-126.8635101,-60.20281982,57.4334259,171.1375732
7321,7319.0,69.64,-0.0955657959,0.492477417,-0.7989807129,-1.004776001,-0.2504119873,0.0425567627,0.748677969,0.4332281351,0.1344022751,-0.1251051873,-0.05890486017,-0.0003747067531,-289.4078979,-41.04344177,-127.5276489,-60.13343811,57.47143555,171.0251617
7322,7320.0,69.65,-0.105255127,0.5112457275,-0.7601165771,-1.005462646,-0.246673584,0.04522705078,0.7271351218,0.3903283179,0.08955678344,-0.1191855147,-0.05064826459,0.02388802171,-289.3110352,-41.43847656,-127.775589,-60.24397278,57.40739441,171.0185089
7323,7321.0,69.66,-0.113494873,0.5270996094,-0.7292633057,-0.9999847412,-0.2454681396,0.05101013184,0.6792847514,0.3666935861,0.05899194628,-0.1061741039,-0.04804022983,0.04515176639,-289.4100342,-41.66474915,-128.1891174,-60.09757996,57.14916992,170.9144592
7324,7322.0,69.67,-0.115737915,0.5204315186,-0.7415161133,-0.9914093018,-0.2468719482,0.05554199219,0.6690022945,0.3665678799,0.03325595707,-0.09160342067,-0.04887752607,0.05900792778,-289.4738159,-41.87434387,-128.2959137,-60.38269043,57.39779663,171.0666809
7325,7323.0,69.68,-0.09504699707,0.5069580078,-0.7884521484,-0.981262207,-0.2477874756,0.06181335449,0.7128943801,0.3644424081,0.02540602349,-0.07081504911,-0.03991519287,0.06791992486,-290.1258545,-42.50318909,-129.3019257,-60.1075592,57.29727173,171.1880188
7326,7324.0,69.69,-0.09339904785,0.5067596436,-0.8239593506,-0.967086792,-0.2469787598,0.06376647949,0.7753769755,0.3574401438,-0.02744201012,-0.04855901375,-0.04359275103,0.06658222526,-290.4881592,-42.62132263,-129.1555023,-60.28140259,57.224823,171.1381226
7327,7325.0,69.7,-0.1270751953,0.5153503418,-0.8628082275,-0.9590454102,-0.2480163574,0.06213378906,0.8328591585,0.2641922235,-0.1083062366,-0.02968785353,-0.04674726352,0.0554901585,-290.3615723,-43.04844666,-129.7434998,-60.11933899,57.31735229,171.1555176
7328,7326.0,69.71,-0.1328125,0.5317993164,-0.9064178467,-0.9515075684,-0.2511138916,0.05850219727,0.8363875747,0.07552751154,-0.1498744488,-0.01784397848,-0.03326421231,0.04185424,-290.5571289,-43.35018921,-129.9479218,-59.99041748,57.32989502,171.045517
7329,7327.0,69.72,-0.1363525391,0.5507659912,-0.9097137451,-0.9470062256,-0.2539367676,0.05937194824,0.7481653094,-0.0111860754,-0.14732714,-0.009380718693,-0.03191239387,0.01677764766,-290.8473511,-43.87388611,-130.6837463,-60.15200806,57.37020874,170.977829
7330,7328.0,69.73,-0.1473999023,0.5530548096,-0.8157043457,-0.9495697021,-0.2557983398,0.06089782715,0.633002758,0.1469550878,-0.1788049042,0.00101466442,-0.04212374985,-0.0002878876985,-291.5677795,-43.99331665,-131.1030121,-59.86225891,57.42153931,171.1478577
7331,7329.0,69.74,-0.1587982178,0.5628204346,-0.6687316895,-0.9572601318,-0.2534790039,0.05574035645,0.5415367484,0.4525616169,-0.1877885461,0.0130180642,-0.03288870677,-0.003351854626,-291.0561523,-44.70414734,-130.9667664,-59.98916626,57.28840637,170.9855499
7332,7330.0,69.75,-0.1861572266,0.6149291992,-0.6271972656,-0.9530334473,-0.2505187988,0.05032348633,0.4975439906,0.4953841865,-0.1324523091,0.01601625048,-0.02890381962,-0.001620267169,-291.7242432,-44.85778809,-131.6784363,-60.25367737,57.29989624,171.1049957
7333,7331.0,69.76,-0.1954193115,0.6789550781,-0.6851043701,-0.9520874023,-0.253112793,0.04731750488,0.5196239948,0.3231101334,-0.09725571424,0.02606222779,-0.04405321181,-0.009517339058,-292.5011292,-45.17770386,-131.6446991,-60.07208252,57.4085083,171.0463409
7334,7332.0,69.77,-0.1141204834,0.7289581299,-0.7243804932,-0.9601287842,-0.258392334,0.04795837402,0.5865697265,0.3870744705,0.07566759735,0.03628157452,-0.04813184217,-0.02215909772,-292.3349304,-45.379776,-132.1933899,-60.15745544,57.52359009,170.9342499
7335,7333.0,69.78,-0.06840515137,0.7722320557,-0.7768707275,-0.9688568115,-0.257232666,0.04084777832,0.6376065612,0.5694820881,0.1843890101,0.04787085205,-0.04494829848,-0.02763988264,-292.5439453,-46.20095825,-132.2258453,-60.17753601,57.42974854,170.8477173
7336,7334.0,69.79,-0.1770019531,0.7755584717,-0.8447875977,-0.9761047363,-0.2590789795,0.0393371582,0.6655671,0.6683695316,0.0220347289,0.0551966764,-0.03805897012,-0.02561108768,-293.0542297,-46.67047119,-132.9129486,-60.00271606,57.38336182,170.8722382
7337,7335.0,69.8,-0.2195281982,0.7458953857,-0.7960205078,-0.9770812988,-0.2616577148,0.04022216797,0.6060521007,0.7198407054,-0.04874277115,0.06174352393,-0.02921967022,-0.01536670607,-293.5397339,-46.61846924,-133.5235901,-60.2098999,57.46968079,170.8954315
7338,7336.0,69.81,-0.191986084,0.7350769043,-0.6748199463,-0.9753723145,-0.2655029297,0.0384979248,0.503672719,0.7750991583,-0.006709301844,0.07440233231,-0.03240720928,-0.005422195885,-293.7744751,-47.14128113,-133.9068298,-59.94328308,57.35470581,170.9491425
7339,7337.0,69.82,-0.2443389893,0.7254333496,-0.6461029053,-0.9713745117,-0.2704315186,0.03558349609,0.5247391462,0.7807126045,-0.06356406212,0.08351326734,-0.04197408259,-0.007215302438,-294.7428589,-47.84439087,-134.1350555,-60.15298462,57.37088013,171.0225983
7340,7338.0,69.83,-0.2870635986,0.77293396,-0.6841888428,-0.9725799561,-0.2775115967,0.02685546875,0.6485455036,0.5721409917,-0.1406401992,0.08458279818,-0.05296281725,-0.006015015766,-295.6596069,-48.13153076,-134.835968,-59.96269226,57.40036011,171.0907593
7341,7339.0,69.84,-0.4139709473,0.8461303711,-0.6319274902,-0.9756622314,-0.2778625488,0.0206451416,0.7435185909,0.3052379489,-0.1946744174,0.08038219064,-0.05682519823,-0.01364816818,-295.4664307,-48.84457397,-134.7803955,-59.95846558,57.35502625,171.0382385
7342,7340.0,69.85,-0.4507141113,0.8803710938,-0.5573883057,-0.9787750244,-0.2797546387,0.013671875,0.7339160442,0.2447327822,-0.1830377281,0.06689354777,-0.0569639504,-0.02544117719,-296.0954895,-49.25158691,-135.3690643,-60.22038269,57.33364868,171.0346985
7343,7341.0,69.86,-0.3648681641,0.8526306152,-0.6764831543,-0.9887542725,-0.2819061279,0.008209228516,0.7264479995,0.1790078282,-0.184453994,0.05319078267,-0.04593100771,-0.03801076487,-296.5523987,-49.61560059,-135.053421,-60.1958313,57.18537903,170.8434296
7344,7342.0,69.87,-0.3045654297,0.85546875,-0.8638000488,-0.998840332,-0.2813568115,0.008895874023,0.6723434925,0.00954503566,-0.2138715386,0.04561808333,-0.01376534719,-0.04172134772,-296.8516846,-50.23731995,-135.3880768,-60.09353638,57.38079834,170.942337
7345,7343.0,69.88,-0.2865142822,0.8753814697,-0.9300231934,-0.9998016357,-0.2789459229,0.01330566406,0.5147589445,0.03093235008,-0.1960781664,0.04089363664,0.01904399879,-0.03426689282,-297.2205811,-50.45388794,-136.1047668,-60.09793091,57.16452026,170.9827423
7346,7344.0,69.89,-0.2898864746,0.8508758545,-0.9502563477,-0.9909515381,-0.275177002,0.01745605469,0.3590287268,0.1697418988,-0.2099130154,0.03616785631,0.03516517952,-0.02648274042,-297.5843506,-51.18481445,-136.0516205,-60.25036621,57.12200928,170.9315033
7347,7345.0,69.9,-0.276473999,0.8039398193,-0.9324035645,-0.9864044189,-0.2762908936,0.02690124512,0.2598880231,0.2819376886,-0.1703927666,0.04013942927,0.03501630574,-0.01399118267,-297.6341553,-51.42311096,-136.1996002,-60.05088806,57.29646301,170.9942932
7348,7346.0,69.91,-0.2724456787,0.8121490479,-0.836807251,-0.9809417725,-0.2758026123,0.03393554688,0.1696478873,0.3987071812,-0.1287246943,0.04838484153,0.03267085925,0.003944141325,-297.6061401,-51.85174561,-136.7323608,-60.10897827,57.30145264,171.079483
7349,7347.0,69.92,-0.2567596436,0.8415527344,-0.7345428467,-0.9676513672,-0.2737579346,0.03042602539,0.1226430982,0.4812742174,-0.07517331094,0.05713865161,0.01806395501,0.01943308674,-298.9352722,-51.73269653,-136.6565704,-60.03007507,57.3787384,171.1466217
7350,7348.0,69.93,-0.2383422852,0.8442382813,-0.6567687988,-0.9574127197,-0.2717285156,0.02807617188,0.1497407556,0.5732981563,-0.07255196571,0.0533188805,-0.00513510732,0.02281104028,-299.0310059,-52.34494019,-136.8093262,-60.05189514,57.32192993,171.1726532
7351,7349.0,69.94,-0.2548217773,0.8146820068,-0.6146850586,-0.9551849365,-0.2737884521,0.02697753906,0.2590438128,0.5595927238,-0.08603607863,0.05455591902,-0.01702186093,0.02069196291,-299.0870361,-52.57688904,-136.6408691,-60.05653381,57.26689148,171.2006836
7352,7350.0,69.95,-0.2922973633,0.7669219971,-0.5884399414,-0.9551696777,-0.2711486816,0.02729797363,0.3850558102,0.4172233343,-0.01476216782,0.05615168437,-0.0237420816,0.015888419,-299.5288391,-52.87045288,-136.6554565,-60.28817749,57.31806946,171.0431976
7353,7351.0,69.96,-0.3439941406,0.7311553955,-0.5699157715,-0.9531402588,-0.2682037354,0.02452087402,0.467053473,0.3784626126,0.006240585353,0.06085163355,-0.02397004701,0.009793775156,-299.1884766,-53.05488586,-137.0601196,-60.12615967,57.41990662,170.971344
7354,7352.0,69.97,-0.3720550537,0.7120513916,-0.6142272949,-0.9572296143,-0.2673034668,0.02108764648,0.4962390661,0.3532691002,0.01688603871,0.06661710888,-0.02610936388,0.002898318227,-299.8504639,-53.44926453,-136.9894257,-60.22886658,57.37461853,171.0849304
7355,7353.0,69.98,-0.3780822754,0.6889190674,-0.6201782227,-0.9654541016,-0.2700500488,0.0150604248,0.4521498978,0.4004696608,-0.005780390929,0.06608714163,-0.02544703707,0.004275172483,-300.3146057,-53.21730042,-136.7881775,-60.21054077,57.4834137,171.2005157
7356,7354.0,69.99,-0.3726043701,0.6418304443,-0.6029663086,-0.9708709717,-0.2719116211,0.01214599609,0.3699841797,0.3967761099,-0.05289064348,0.0643158704,-0.02475860901,-0.002813363448,-300.6557922,-53.64811707,-137.1487885,-60.05273438,57.5085907,171.0646362
7357,7355.0,70.0,-0.3653411865,0.6128997803,-0.6275024414,-0.9799499512,-0.2736816406,0.009552001953,0.32780689,0.2986586094,-0.1566687077,0.0555277057,-0.02435221151,-0.00140348589,-300.0245972,-54.05613708,-137.2455597,-59.95181274,57.50798035,171.1081238
7358,7356.0,70.01,-0.3247528076,0.6218566895,-0.6731109619,-0.9865264893,-0.2752075195,0.008453369141,0.3286671042,0.1343948245,-0.2007722557,0.06360027939,-0.01274908427,0.008269381709,-300.7911682,-53.95117188,-136.873764,-59.94248962,57.44293213,170.9997864
7359,7357.0,70.02,-0.2910614014,0.6645507813,-0.6903686523,-0.9863739014,-0.2761535645,0.006088256836,0.292963177,0.02062644809,-0.224675715,0.06753669679,0.0002982740407,0.01167077105,-301.3278198,-54.36825562,-137.0207977,-59.68829346,57.58348083,170.9351349
7360,7358.0,70.03,-0.2416687012,0.6439971924,-0.6879272461,-0.9873809814,-0.2805938721,0.005813598633,0.2537297308,0.05411276966,-0.2303003222,0.06939185411,-0.002113484545,0.01905518398,-301.8103638,-54.534729,-136.8650208,-59.98730469,57.37954712,171.0529022
7361,7359.0,70.04,-0.2322540283,0.5885009766,-0.6988677979,-0.9883575439,-0.286605835,0.003845214844,0.2074661106,0.1235743985,-0.2885761261,0.07532244921,-0.004796619527,0.03077415749,-302.0488586,-54.34762573,-137.2931824,-59.75584412,57.53112793,171.1698608
7362,7360.0,70.05,-0.2284851074,0.5726776123,-0.72706604,-0.9838867188,-0.2920074463,-0.003234863281,0.1421166658,0.1861152798,-0.3546952307,0.07049706578,-0.01750628836,0.03803287074,-302.1635437,-54.21141052,-136.8859253,-60.16485596,57.59881592,170.8430328
7363,7361.0,70.06,-0.1971588135,0.6097259521,-0.757019043,-0.9792938232,-0.2968139648,-0.009979248047,0.07537997514,0.3326472044,-0.4084580541,0.05857782438,-0.03549141437,0.0512935482,-302.0643311,-54.6360321,-136.9685059,-59.94569397,57.59373474,171.0605621
7364,7362.0,70.07,-0.1965637207,0.6358642578,-0.7939605713,-0.9770202637,-0.2994842529,-0.01203918457,0.05045864731,0.4451308548,-0.5133562684,0.03821210191,-0.04777444527,0.06511961669,-302.9697266,-54.22422791,-136.817276,-60.05337524,57.49885559,170.9666748
7365,7363.0,70.08,-0.1761627197,0.6739807129,-0.7820587158,-0.9718017578,-0.2979888916,-0.01446533203,0.02570749447,0.4090599418,-0.5483962893,0.02129623294,-0.05693811551,0.06737850606,-303.2728577,-54.54620361,-136.4259491,-60.23141479,57.48381042,170.9229736
7366,7364.0,70.09,-0.1839599609,0.729598999,-0.729095459,-0.9661865234,-0.2933654785,-0.01458740234,0.01201272104,0.5000241995,-0.5873263478,0.004619785585,-0.06155657023,0.05625981092,-303.1389771,-54.57904053,-136.456604,-59.94644165,57.55383301,171.0375977
7367,7365.0,70.1,-0.2214660645,0.7529907227,-0.7411804199,-0.9608306885,-0.2903747559,-0.01275634766,0.02216575667,0.5381447077,-0.6510694027,-0.009059274569,-0.04675126076,0.04374135658,-303.5365906,-54.24549866,-136.077774,-59.85221863,57.59568787,171.0102844
7368,7366.0,70.11,-0.1842346191,0.7419433594,-0.7319488525,-0.9597320557,-0.2882843018,-0.008316040039,0.001413605874,0.5170266032,-0.6341133118,-0.01853133924,-0.01960459352,0.02396631986,-304.2148743,-54.23634338,-135.8579254,-60.00065613,57.54481506,170.952713
7369,7367.0,70.12,-0.194229126,0.6798706055,-0.6875457764,-0.9512329102,-0.282913208,-0.004455566406,-0.02853843383,0.5372493267,-0.5920411944,-0.02241103351,0.002187520498,0.008020109497,-304.2032166,-54.43345642,-135.851532,-59.98083496,57.71289063,171.096405
7370,7368.0,70.13,-0.2554931641,0.5973815918,-0.6734924316,-0.9431762695,-0.2765960693,-0.00146484375,-0.04528865218,0.5557191372,-0.5890166759,-0.03146764636,0.01130005904,-0.007622765843,-304.8766785,-54.40170288,-135.537796,-59.78642273,57.55966187,170.8717957
7371,7369.0,70.14,-0.2515563965,0.5787963867,-0.6445922852,-0.9372406006,-0.2725830078,0.004913330078,-0.06480322778,0.5958585739,-0.6197737455,-0.03592497855,0.00353880832,-0.01412966754,-304.7098999,-54.30880737,-135.0030365,-60.1552124,57.59068298,170.9508972
7372,7370.0,70.16,-0.2365264893,0.6644134521,-0.5938262939,-0.9303131104,-0.2677307129,0.009094238281,-0.1053772867,0.6021021008,-0.6996899247,-0.0404009521,-0.01461489499,-0.01691213809,-305.2687378,-54.25222778,-134.8683319,-60.13807678,57.63500977,171.0811005
7373,7371.0,70.17,-0.2114257813,0.8203735352,-0.558807373,-0.9284362793,-0.2615509033,0.01031494141,-0.1248705611,0.6263813376,-0.7068474293,-0.04233733565,-0.04083025455,-0.0233995989,-305.6489868,-53.86425781,-134.8576813,-59.81770325,57.55117798,171.2091522
7374,7372.0,70.18,-0.2586975098,0.9559173584,-0.589263916,-0.933807373,-0.2586669922,0.01164245605,-0.06421067566,0.7185009122,-0.6437826753,-0.04592195153,-0.0626039952,-0.03461842984,-306.0102539,-53.91275024,-134.9157104,-59.8084259,57.63479614,171.3287964
7375,7373.0,70.19,-0.288269043,1.010467529,-0.6845703125,-0.9394683838,-0.2556152344,0.01522827148,0.07892411202,0.7226167917,-0.5205619931,-0.04694407433,-0.07196713239,-0.03756788,-306.2148438,-53.79165649,-134.7316284,-60.04606628,57.67382813,171.129303
7376,7374.0,70.2,-0.3224487305,0.9477996826,-0.7335357666,-0.9436340332,-0.251953125,0.02027893066,0.2176004946,0.8078813553,-0.4041136503,-0.04835341871,-0.07130294293,-0.04560263827,-306.2817078,-53.4646759,-134.5107727,-60.08061218,57.68460083,171.2150574
7377,7375.0,70.21,-0.318939209,0.8125762939,-0.7288970947,-0.9511260986,-0.2451934814,0.02616882324,0.2574504316,1.002262235,-0.3669316769,-0.04341911152,-0.0651268065,-0.07283931971,-306.7761841,-53.24128723,-133.7859497,-60.22270203,57.72024536,171.254425
7378,7376.0,70.22,-0.2794647217,0.689743042,-0.6979064941,-0.9639282227,-0.2393951416,0.02717590332,0.1787628233,1.002866864,-0.3822701275,-0.0225577727,-0.04654859379,-0.09150221944,-306.9507446,-53.07087708,-133.5843048,-59.87719727,57.78442383,171.4154053
7379,7377.0,70.23,-0.2357330322,0.6126708984,-0.599822998,-0.978515625,-0.2373809814,0.02256774902,0.04234878719,0.9030107856,-0.3694020212,-0.007533017546,-0.01655154675,-0.1000717357,-306.9821167,-52.93768311,-133.452301,-59.52659607,57.7010498,171.3288574
7380,7378.0,70.24,-0.2503204346,0.5855102539,-0.4969787598,-0.9897613525,-0.2380981445,0.01460266113,-0.01158661488,0.9444788694,-0.4118402898,-0.007443535142,0.002043709857,-0.09336989373,-307.0266724,-53.13401794,-133.3429718,-59.80671692,57.73925781,171.1377411
7381,7379.0,70.25,-0.245010376,0.6082763672,-0.467666626,-0.995803833,-0.2341003418,0.0150604248,0.05871950462,0.9813175797,-0.4525046349,-0.008986837231,0.007876299322,-0.07252106816,-307.3627319,-52.86552429,-132.7801971,-59.96577454,57.64425659,170.9609833
7382,7380.0,70.26,-0.2232513428,0.6551055908,-0.4302825928,-0.9943389893,-0.229598999,0.02040100098,0.1709360629,0.9101057053,-0.4096066952,0.002204298507,0.0053897053,-0.04592328146,-307.8236084,-52.46798706,-132.5375366,-59.72053528,57.65551758,171.137207
7383,7381.0,70.27,-0.2523193359,0.662979126,-0.3747253418,-0.9865570068,-0.2249450684,0.02200317383,0.3021396101,0.8601349592,-0.386130929,0.01788099669,-0.008530637249,-0.02062138915,-307.4613037,-52.40106201,-132.538208,-60.14033508,57.686203,171.1896057
7384,7382.0,70.28,-0.285949707,0.6136932373,-0.3827362061,-0.9831085205,-0.2254333496,0.01809692383,0.4714514017,0.7894743681,-0.4498835504,0.03856869787,-0.02766518295,-0.007072556764,-307.7051697,-52.45484924,-132.1824646,-60.11463928,57.66320801,171.1858368
7385,7383.0,70.29,-0.3159179688,0.6136627197,-0.4580993652,-0.9823150635,-0.2295379639,0.007934570313,0.5941389799,0.6012075543,-0.5042613149,0.05553755909,-0.04013942927,0.00772955874,-307.9447632,-52.18769836,-132.2074432,-59.99127197,57.50996399,171.1873322
7386,7384.0,70.3,-0.3085784912,0.6857910156,-0.5534820557,-0.9779510498,-0.2389678955,-0.0009918212891,0.61114645,0.4522503018,-0.5533406734,0.06044363603,-0.05204083025,0.01690361649,-307.8336792,-51.74330139,-131.8896332,-60.18492126,57.60197449,171.1182861
7387,7385.0,70.31,-0.2341766357,0.7581481934,-0.6200866699,-0.9750213623,-0.2471923828,-0.009201049805,0.5311235189,0.4552506208,-0.5448896885,0.0597040765,-0.06242556125,0.004003796261,-308.0570068,-52.02978516,-131.8965912,-60.04534912,57.58314514,171.072525
7388,7386.0,70.32,-0.2210998535,0.7741546631,-0.6397399902,-0.9794616699,-0.2594451904,-0.01927185059,0.3666837215,0.4651141465,-0.5323749781,0.05860552192,-0.06099065021,-0.0151640391,-308.3115845,-51.67070007,-131.4194641,-60.06964111,57.48446655,170.9768219
7389,7387.0,70.33,-0.2737426758,0.7125091553,-0.6473236084,-0.987991333,-0.2699127197,-0.02934265137,0.2314042002,0.4930906594,-0.5736230612,0.04595124722,-0.04296477884,-0.03556331992,-308.8363342,-51.9604187,-131.1153564,-60.17829895,57.43960571,171.1165009
7390,7388.0,70.34,-0.2642211914,0.6538848877,-0.6727600098,-0.9941864014,-0.27684021,-0.03652954102,0.1659735292,0.5148287416,-0.6346914768,0.03045937233,-0.0220581647,-0.05617645383,-309.0248718,-51.64608765,-130.1712952,-60.04093933,57.63938904,171.1265106
7391,7389.0,70.35,-0.2372589111,0.6786804199,-0.6966552734,-1.000167847,-0.2842407227,-0.03503417969,0.1164547056,0.5151272416,-0.6635814309,0.01178475376,-0.006371879019,-0.05777008832,-308.9711914,-52.06533813,-129.9337463,-60.12301636,57.53845215,171.1956635
